iter	MultiClass
334	0.6739860957
335	0.6738631845
336	0.6736661812
337	0.6733859173
338	0.6732522339
339	0.6730945857
340	0.6730033333
341	0.6728726263
342	0.6727833581
343	0.67268449
344	0.6725371476
345	0.6723921811
346	0.6723082938
347	0.6721325991
348	0.6719138879
349	0.671789518
350	0.6716801142
351	0.6714800055
352	0.6712666081
353	0.6710644851
354	0.670944308
355	0.6708286966
356	0.670685754
357	0.6704649646
358	0.6703540266
359	0.6702081927
360	0.6700418055
361	0.6698717695
362	0.669696392
363	0.6695735879
364	0.6694767541
365	0.6694144429
366	0.6692376349
367	0.6691596875
368	0.6688948844
369	0.668741906
370	0.6686092471
371	0.6684967199
372	0.6683820391
373	0.6682352359
374	0.6681004371
375	0.6680048604
376	0.6679151911
377	0.6677622282
378	0.6676203899
379	0.667513727
380	0.6673487388
381	0.6672723009
382	0.6671543116
383	0.6670198951
384	0.6668850906
385	0.6666903819
386	0.6665471959
387	0.6664048079
388	0.6663106993
389	0.6661657205
390	0.6659707372
391	0.6658732647
392	0.6657379932
393	0.6656602115
394	0.6655417808
395	0.665440033
396	0.6653325658
397	0.6651857761
398	0.6650416199
399	0.6649497873
400	0.6648524401
401	0.6647488286
402	0.6646202245
403	0.6644916263
404	0.6643953424
405	0.6643358951
406	0.6642473741
407	0.6641448539
408	0.664006568
409	0.6639228481
410	0.6638099186
411	0.663684993
412	0.663481773
413	0.6633436882
414	0.6632079153
415	0.6631014553
416	0.6629217124
417	0.6628144238
418	0.6627020861
419	0.6625584892
420	0.6624230672
421	0.6623307678
422	0.6622396595
423	0.6621723824
424	0.6621005409
425	0.6620133456
426	0.6618558115
427	0.6617335927
428	0.6616359811
429	0.6614803204
430	0.661399945
431	0.6612933148
432	0.6612030781
433	0.6611366876
434	0.6610047431
435	0.6608803529
436	0.6607535389
437	0.6606571559
438	0.660517514
439	0.6604234013
440	0.660305803
441	0.6600948038
442	0.6599546841
443	0.6598408412
444	0.6597767726
445	0.6597033999
446	0.6595837598
447	0.6594609051
448	0.6593257715
449	0.659168633
450	0.6591067448
451	0.6589616672
452	0.6588915469
453	0.658764947
454	0.6586996421
455	0.6586194022
456	0.658515191
457	0.6584433913
458	0.658340809
459	0.6581926739
460	0.6580410656
461	0.6579571241
462	0.6578670771
463	0.6577854838
464	0.6576756808
465	0.6575976268
466	0.6575252705
467	0.65739713
468	0.657331182
469	0.6571852857
470	0.6570988871
471	0.6570049238
472	0.6569479336
473	0.6568227941
474	0.6567294947
475	0.6565908822
476	0.6564974744
477	0.6564304626
478	0.6563086907
479	0.6562388741
480	0.656169037
481	0.6560992062
482	0.655955221
483	0.6559069259
484	0.6558222453
485	0.655767623
486	0.6556758147
487	0.6556005405
488	0.6554791475
489	0.6554305188
490	0.6552901262
491	0.6552157805
492	0.6551368884
493	0.6550193437
494	0.6549080639
495	0.6548243697
496	0.6547384862
497	0.6544355879
498	0.6542542057
499	0.654173571
500	0.654032192
501	0.6539410548
502	0.6538087101
503	0.6537401504
504	0.6536322879
505	0.6535111839
506	0.6533699326
507	0.6532478926
508	0.6531845993
509	0.6530656534
510	0.6529702305
511	0.6528981427
512	0.6528035111
513	0.6526966598
514	0.6525855149
515	0.6525045473
516	0.6524207768
517	0.6522821416
518	0.6521765338
519	0.6520497938
520	0.6519908064
521	0.6518712875
522	0.6518028297
523	0.651689068
524	0.6515760841
525	0.6514943068
526	0.6513321142
527	0.6512247897
528	0.6511338831
529	0.6510416981
530	0.6509520545
531	0.6508276627
532	0.6507696757
533	0.6506085097
534	0.6504973759
535	0.65038937
536	0.6503058653
537	0.6502489982
538	0.6501334131
539	0.6500448593
540	0.6499369803
541	0.6498427491
542	0.6497288907
543	0.6496635072
544	0.6495276964
545	0.6494215948
546	0.6493262078
547	0.6492551353
548	0.6491347223
549	0.649065296
550	0.6489800884
551	0.648925092
552	0.6488633053
553	0.6487751568
554	0.6486684169
555	0.6485379434
556	0.6484455834
557	0.648385727
558	0.6482682557
559	0.6481791915
560	0.6480768318
561	0.647992296
562	0.6479050372
563	0.647820773
564	0.647726647
565	0.6476739051
566	0.6475793157
567	0.6475162733
568	0.6474664229
569	0.6474251789
570	0.6473574434
571	0.6473070173
572	0.6472774726
573	0.6471102726
574	0.6469490247
575	0.646879866
576	0.6467608835
577	0.6466605533
578	0.646601395
579	0.6465185006
580	0.6463244532
581	0.6462350417
582	0.6461515834
583	0.6460867202
584	0.6459474879
585	0.6459101942
586	0.6458121951
587	0.6457702655
588	0.6455966805
589	0.6455277326
590	0.6454400685
591	0.6453581665
592	0.645282204
593	0.645222872
594	0.6451536178
595	0.6450947146
596	0.6450349513
597	0.6449714133
598	0.6448962187
599	0.644828623
600	0.6447130463
601	0.6446375271
602	0.6445484044
603	0.644467854
604	0.6443985816
605	0.644239709
606	0.6442076215
607	0.6441018268
608	0.6440265453
609	0.6439521206
610	0.643815155
611	0.6437441278
612	0.6435935579
613	0.6435280956
614	0.6434815558
615	0.6434348722
616	0.64334086
617	0.6432959351
618	0.6432599314
619	0.6432153692
620	0.6431568639
621	0.6430940121
622	0.6429899244
623	0.6428798891
624	0.6427811588
625	0.6427462895
626	0.6426942133
627	0.6425824333
628	0.6425177074
629	0.6424750932
630	0.6423774174
631	0.6422712712
632	0.6422103958
633	0.6421301027
634	0.6420660539
635	0.6419716178
636	0.6418840431
637	0.641797799
638	0.6417320197
639	0.6416786005
640	0.6416333873
641	0.6415276251
642	0.6414545136
643	0.6413756907
644	0.6412882291
645	0.6412122482
646	0.6411435368
647	0.6410202253
648	0.6409623466
649	0.6408567498
650	0.6407640439
651	0.6406560434
652	0.6405152869
653	0.6404729905
654	0.6403716551
655	0.6403325457
656	0.6402868477
657	0.6402558677
658	0.6402035539
659	0.6401374196
660	0.6400938395
661	0.6400020161
662	0.6399304363
663	0.6398551097
664	0.6397988543
665	0.6397529538
666	0.6396924186
667	0.639608912
668	0.6395787908
669	0.6394866244
670	0.6393924156
671	0.6392856907
672	0.6392145431
673	0.6391729708
674	0.6390650862
675	0.6390077233
676	0.6389139056
677	0.638873328
678	0.6387945985
679	0.6387242058
680	0.6386479375
681	0.6385760764
682	0.6385252676
683	0.6384659346
684	0.6383667782
685	0.6382937705
686	0.6382491143
687	0.638176751
688	0.6381409511
689	0.6380620576
690	0.6379991796
691	0.6379541034
692	0.6379303985
693	0.637906174
694	0.6377998648
695	0.6377646221
696	0.6377054824
697	0.6376200755
698	0.6375559155
699	0.6375150598
700	0.6374076227
701	0.6373464673
702	0.6372988447
703	0.6372448284
704	0.637098937
705	0.6370329074
706	0.63699324
707	0.6368906687
708	0.6368531762
709	0.6367883865
710	0.636755298
711	0.636655087
712	0.63660297
713	0.6365374316
714	0.6364576379
715	0.6363889024
716	0.6363285882
717	0.6362681115
718	0.6361731126
719	0.6360942499
720	0.6359026718
721	0.6358459441
722	0.6357870995
723	0.6357245757
724	0.6356205256
725	0.6355430546
726	0.6354802606
727	0.6353485384
728	0.6352529323
729	0.6352201547
730	0.635167359
731	0.6350861545
732	0.6350051972
733	0.6349562694
734	0.6349090276
735	0.6348814009
736	0.6348269412
737	0.6347790174
738	0.6346822542
739	0.6345779012
740	0.6345415049
741	0.6344380035
742	0.6343623329
743	0.6343117906
744	0.6342547706
745	0.6341631147
746	0.6341106096
747	0.6340737259
748	0.6340292051
749	0.633981109
750	0.6339282412
751	0.6338278183
752	0.6337796765
753	0.6337390065
754	0.6336684797
755	0.6336136765
756	0.6335635342
757	0.6335177566
758	0.6334610231
759	0.6334186872
760	0.6333674524
761	0.6332489249
762	0.6332002234
763	0.6331584416
764	0.6330679542
765	0.6329666178
766	0.6328619793
767	0.6328358941
768	0.6327891322
769	0.6327072764
770	0.6326653015
771	0.6326188623
772	0.6325698769
773	0.6324790392
774	0.6324370862
775	0.632397652
776	0.6323288911
777	0.6322515648
778	0.632167936
779	0.6321216922
780	0.6320422194
781	0.6319937482
782	0.6319586131
783	0.6318672308
784	0.6318279755
785	0.6317756639
786	0.6316941999
787	0.6316660167
788	0.6315710977
789	0.6315210437
790	0.6314717271
791	0.6314440745
792	0.6313701788
793	0.631179657
794	0.6311233491
795	0.6310946281
796	0.6310302455
797	0.6309954303
798	0.630935957
799	0.6308820349
800	0.6308482669
801	0.6307764918
802	0.6307565975
803	0.6306961609
804	0.6306392142
805	0.6304779392
806	0.6303990049
807	0.6303652158
808	0.6303304324
809	0.6302233352
810	0.6301618148
811	0.6301040572
812	0.6300426799
813	0.6299815564
814	0.6299547961
815	0.629918878
816	0.6298847013
817	0.6298237047
818	0.6297856419
819	0.6297333069
820	0.6296831906
821	0.6295905843
822	0.6295458125
823	0.6294816467
824	0.6294538399
825	0.6293860504
826	0.6293128682
827	0.6292141172
828	0.6291588738
829	0.6290853142
830	0.6290277737
831	0.628967125
832	0.6289210798
833	0.6288767349
834	0.6287053064
835	0.628671598
836	0.6286245081
837	0.628586368
838	0.6285427246
839	0.6284830002
840	0.6284519633
841	0.628405875
842	0.6283127167
843	0.6282179021
844	0.6281869301
845	0.6281103299
846	0.6280554922
847	0.6280123609
848	0.6279720526
849	0.6279217324
850	0.6278163715
851	0.6277733617
852	0.6276870583
853	0.6276251076
854	0.6275454521
855	0.627507557
856	0.6274691729
857	0.627421354
858	0.6273423467
859	0.6273049294
860	0.6272693276
861	0.6272192783
862	0.6271687428
863	0.6271265892
864	0.6270742424
865	0.6269970044
866	0.6269236523
867	0.6268753869
868	0.6267786089
869	0.626717701
870	0.6266194374
871	0.6265585129
872	0.6264967688
873	0.6264247895
874	0.6263756604
875	0.6263450255
876	0.6262942738
877	0.6262133708
878	0.6261717022
879	0.6261235849
880	0.6259642748
881	0.6259358395
882	0.6258986783
883	0.6258213082
884	0.6257956021
885	0.6257641162
886	0.6256300161
887	0.6256049258
888	0.6255508546
889	0.6254935287
890	0.6254724675
891	0.6254257489
892	0.625357972
893	0.6252848236
894	0.6252162362
895	0.6251490274
896	0.6251160464
897	0.6250476759
898	0.6249942993
899	0.6249560838
900	0.6249019737
901	0.6248529995
902	0.6247980392
903	0.6246664877
904	0.6246406542
905	0.6245995018
906	0.6245548322
907	0.6245005223
908	0.6244377202
909	0.6243824781
910	0.6243451511
911	0.6243101436
912	0.6242821461
913	0.6242417781
914	0.6241717797
915	0.6241185271
916	0.6240324249
917	0.6239737152
918	0.6239275595
919	0.6239119394
920	0.6238599224
921	0.6238252081
922	0.6237483424
923	0.623717306
924	0.6236821258
925	0.6236652513
926	0.6235899965
927	0.6235426352
928	0.6234955612
929	0.6234082253
930	0.6233566703
931	0.6233190863
932	0.6232344628
933	0.6231503934
934	0.6230819827
935	0.6230263984
936	0.6229723723
937	0.6229433638
938	0.6228993741
939	0.6228470634
940	0.6227834794
941	0.6227362365
942	0.6227128521
943	0.6226525586
944	0.6225757614
945	0.6225399405
946	0.622475295
947	0.6223838258
948	0.6222892768
949	0.6222560073
950	0.6221929233
951	0.622153727
952	0.6221065719
953	0.6220566859
954	0.621989013
955	0.6219574336
956	0.6218480858
957	0.6218137261
958	0.6217336363
959	0.6217060248
960	0.6216701959
961	0.6215985828
962	0.6215109709
963	0.6214631126
964	0.6214374023
965	0.6214055042
966	0.6213516737
967	0.6212939776
968	0.6212315279
969	0.6211706148
970	0.6211506827
971	0.621102065
972	0.6210755998
973	0.6209481435
974	0.6209060269
975	0.6208865587
976	0.6208139235
977	0.6207780934
978	0.6207261208
979	0.6206852007
980	0.6206512372
981	0.620598111
982	0.6205506944
983	0.6205218315
984	0.6204746305
985	0.6204228611
986	0.6203481181
987	0.6202930544
988	0.6202749493
989	0.6201901952
990	0.6201206831
991	0.6200938032
992	0.6199604882
993	0.6199375761
994	0.61984915
995	0.6198109553
996	0.6197064132
997	0.6196504986
998	0.6196204418
999	0.6196014814
